order_id,customer_id,city,state,pincode,correct_pincode,entered_address,corrected_address,correction_required,correction_type,correction_source,delivery_zone,address_accuracy_score,delivery_success,correction_timestamp,week_number,month,year
ORD005413,CUST01436,Kolkata,West Bengal,700001,700001,"421, Green Valley Avenue, Koramangala, Kolkata","421, Green Valley Avenue, Koramangala, Kolkata",False,None,None,Zone B,96.57,True,2024-06-30 11:28:00,26,6,2024
ORD005414,CUST01270,Mumbai,Maharashtra,400069,400069,"912, Sunrise Marg, Dadar, Mumbai","912, Sunrise Marg, Dadar, Mumbai",False,None,None,Zone B,98.39,True,2024-11-07 22:28:00,45,11,2024
ORD005415,CUST00831,Chennai,Tamil Nadu,600020,600020,"456, Green Valley Avenue, Anna Nagar, Chenai","456, Green Valley Avenue, Anna Nagar, Chennai",True,Spelling Error,Customer Feedback,Zone E,65.49,True,2024-12-13 12:22:00,50,12,2024
ORD005416,CUST03509,Indore,Madhya Pradesh,052001,452001,"582, Park Avenue, Lajpat Nagar, Indore","582, Park Avenue, Lajpat Nagar, Indore",True,Pincode Mismatch,GPS Verification,Zone C,49.4,False,2024-08-01 16:55:00,31,8,2024
ORD005417,CUST03440,Coimbatore,Tamil Nadu,641001,641001,"836, Royal Chowk, Satellite, Coimbatore","836, Royal Chowk, Satellite, Coimbatore",False,None,None,Zone B,92.33,True,2024-03-27 16:12:00,13,3,2024
ORD005418,CUST02521,Delhi,Delhi,110092,110092,"833, Royal Lane, Bandra East, Delhi","833, Royal Lane, Bandra East, Delhi",True,Street Name Error,Manual Review,Zone D,59.86,False,2024-10-24 09:12:00,43,10,2024
ORD005419,CUST00230,Pune,Maharashtra,411001,411001,"595, Sunrise Chowk, New Alipore, Ahmedabad","38, Green Valley Road, Anna Nagar, Pune",True,Duplicate Address,Customer Feedback,Zone A,58.48,False,2024-12-10 22:37:00,50,12,2024
ORD005420,CUST02087,Vadodara,Gujarat,390001,390001,"310, Sunrise Street, Satellite, Vadodara (no landmark)","310, Sunrise Street, Satellite, Vadodara",True,Missing Landmark,Customer Feedback,Zone B,73.72,False,2024-10-17 05:59:00,42,10,2024
ORD005421,CUST00301,Pune,Maharashtra,411014,411014,"8396, Silver Street, Gachibowli, Pune","580, Silver Street, Gachibowli, Pune",True,Incorrect House Number,AI Model,Zone D,75.49,True,2024-05-31 19:04:00,22,5,2024
ORD005422,CUST01118,Ahmedabad,Gujarat,380001,380001,"229, Park Chowk, Bodakdev, Ahmedabad","229, Park Chowk, Bodakdev, Ahmedabad",False,None,None,Zone D,97.21,True,2024-03-14 19:30:00,11,3,2024
ORD005423,CUST01982,Chennai,Tamil Nadu,600001,600001,"214, Sunrise Chowk, Bodakdev, Chennai (no landmark)","214, Sunrise Chowk, Bodakdev, Chennai",True,Missing Landmark,GPS Verification,Zone E,60.27,False,2024-12-24 21:08:00,52,12,2024
ORD005424,CUST02183,Bhopal,Madhya Pradesh,462001,462001,"732, Sunrise Nagar, Bandra East, Bhopal","732, Sunrise Nagar, Bandra East, Bhopal",False,None,None,Zone D,95.81,True,2024-07-20 09:11:00,29,7,2024
ORD005425,CUST03567,Delhi,Uttar Pradesh,110020,110020,"375, Blue Nagar, Kondapur, Delhi | State: Uttar Pradesh","375, Blue Nagar, Kondapur, Delhi",True,Wrong City-State,GPS Verification,Zone B,55.55,True,2024-02-19 02:05:00,8,2,2024
ORD005426,CUST00492,Bengaluru,Karnataka,560100,560100,"746, Royal Colony, Gachibowli, Bengaluru (no landmark)","746, Royal Colony, Gachibowli, Bengaluru",True,Missing Landmark,Customer Feedback,Zone B,64.59,False,2024-05-28 09:14:00,22,5,2024
ORD005427,CUST02551,Nagpur,Maharashtra,440001,440001,"9193, Silver Nagar, Karol Bagh, Nagpur","114, Silver Nagar, Karol Bagh, Nagpur",True,Incorrect House Number,Manual Review,Zone A,61.58,True,2024-12-04 23:09:00,49,12,2024
ORD005428,CUST02932,Lucknow,Uttar Pradesh,226001,226001,"441, Sunrise Avenue, Gachibowli, Lucknow (no landmark)","441, Sunrise Avenue, Gachibowli, Lucknow",True,Missing Landmark,Customer Feedback,Zone A,56.01,True,2024-09-27 01:48:00,39,9,2024
ORD005429,CUST01041,Kolkata,West Bengal,700001,700001,"640, Blue Street, Connaught Place, Kolkata","640, Blue Street, Connaught Place, Kolkata",False,None,None,Zone E,93.86,True,2024-01-12 17:51:00,2,1,2024
ORD005430,CUST01908,Mumbai,Maharashtra,400069,400069,"956, Royal Chowk, Anna Nagar, Mumbay","956, Royal Chowk, Anna Nagar, Mumbai",True,Spelling Error,Customer Feedback,Zone B,77.05,True,2024-06-13 22:00:00,24,6,2024
ORD005431,CUST00392,Patna,Bihar,800401,800001,"85, Shanti Marg, Behala, Patna","85, Shanti Marg, Behala, Patna",True,Pincode Mismatch,Manual Review,Zone E,55.19,True,2024-03-29 20:32:00,13,3,2024
ORD005432,CUST03269,Bhopal,Madhya Pradesh,462001,462001,"577, Green Valley Street, New Alipore, Bhopal","577, Green Valley Street, New Alipore, Bhopal",False,None,None,Zone E,90.55,True,2024-08-03 12:05:00,31,8,2024
ORD005433,CUST03104,Lucknow,Uttar Pradesh,226001,226001,"8181, Green Valley Chowk, Salt Lake, Lucknow","469, Green Valley Chowk, Salt Lake, Lucknow",True,Incorrect House Number,GPS Verification,Zone C,57.02,True,2024-07-13 15:06:00,28,7,2024
ORD005434,CUST03817,Mumbai,Maharashtra,400069,400069,"815, Royal Nagar, Behala, Mumbai","815, Royal Nagar, Behala, Mumbai",False,None,None,Zone B,92.36,True,2024-01-28 14:13:00,4,1,2024
ORD005435,CUST02666,Coimbatore,Tamil Nadu,641001,641001,"830, Kothrud, Coimbatore","830, Royal Chowk, Kothrud, Coimbatore",True,Missing Locality,AI Model,Zone A,64.35,True,2024-11-13 14:56:00,46,11,2024
ORD005436,CUST03436,Ahmedabad,Gujarat,380059,380059,"8780, Royal Chowk, Salt Lake, Ahmedabad","773, Royal Chowk, Salt Lake, Ahmedabad",True,Incorrect House Number,Manual Review,Zone C,79.95,False,2024-11-13 04:35:00,46,11,2024
ORD005437,CUST01428,Pune,Maharashtra,411014,411014,"500, Golden Street, Behala, Pune","500, Golden Street, Behala, Pune",False,None,None,Zone A,94.0,True,2024-06-14 09:34:00,24,6,2024
ORD005438,CUST00436,Pune,Maharashtra,411014,411014,"418, Green Valley Marg, Bandra East, Pune","418, Green Valley Marg, Bandra East, Pune",False,None,None,Zone C,94.15,True,2024-05-07 15:00:00,19,5,2024
ORD005439,CUST03269,Delhi,Uttar Pradesh,110092,110092,"694, Blue Chowk, Prahlad Nagar, Delhi | State: Uttar Pradesh","694, Blue Chowk, Prahlad Nagar, Delhi",True,Wrong City-State,GPS Verification,Zone A,49.44,False,2024-03-05 15:35:00,10,3,2024
ORD005440,CUST02055,Kanpur,Uttar Pradesh,208001,208001,"704, Silver Lane, Kalyani Nagar, Kanpur","704, Silver Lane, Kalyani Nagar, Kanpur",True,Spelling Error,GPS Verification,Zone D,69.74,True,2024-10-23 06:26:00,43,10,2024
ORD005441,CUST02161,Vadodara,Gujarat,390001,390001,"163, Madhapur, Vadodara","163, Green Valley Colony, Madhapur, Vadodara",True,Missing Locality,Postal Database,Zone B,42.0,True,2024-02-03 23:08:00,5,2,2024
ORD005442,CUST00643,Chennai,Tamil Nadu,600020,600020,"323, Golden Colony, Lajpat Nagar, Chennai","323, Golden Colony, Lajpat Nagar, Chennai",True,Street Name Error,Postal Database,Zone D,67.84,True,2024-08-27 07:51:00,35,8,2024
ORD005443,CUST00828,Patna,Bihar,800001,800001,"166, Golden Nagar, Kondapur, Patna","166, Golden Nagar, Kondapur, Patna",False,None,None,Zone C,93.31,True,2024-05-14 04:52:00,20,5,2024
ORD005444,CUST02974,Jaipur,Rajasthan,302017,302017,"498, Park Lane, Deccan, Jaipur (no landmark)","498, Park Lane, Deccan, Jaipur",True,Missing Landmark,AI Model,Zone D,76.0,False,2024-07-26 04:49:00,30,7,2024
ORD005445,CUST00096,Hyderabad,Telangana,500007,500001,"266, Blue Avenue, Behala, Hyderabad","266, Blue Avenue, Behala, Hyderabad",True,Pincode Mismatch,Postal Database,Zone D,37.53,False,2024-04-27 02:45:00,17,4,2024
ORD005446,CUST03568,Hyderabad,Telangana,500001,500001,"934, Sunrise Marg, Salt Lake, Hyderabad (no landmark)","934, Sunrise Marg, Salt Lake, Hyderabad",True,Missing Landmark,Manual Review,Zone D,73.46,True,2024-04-13 23:22:00,15,4,2024
ORD005447,CUST03622,Mumbai,Maharashtra,400001,400001,"607, Sunrise Street, Bodakdev, Mumbai","607, Sunrise Street, Bodakdev, Mumbai",False,None,None,Zone D,97.55,True,2024-10-10 02:03:00,41,10,2024
ORD005448,CUST00703,Jaipur,Rajasthan,302001,302001,"887, Silver Road, Velachery, Jaipur","887, Silver Road, Velachery, Jaipur",False,None,None,Zone B,95.7,True,2024-12-15 04:27:00,50,12,2024
ORD005449,CUST01594,Chennai,Tamil Nadu,600020,600020,"23, Anna Nagar, Chennai","23, Silver Avenue, Anna Nagar, Chennai",True,Missing Locality,Postal Database,Zone B,40.3,True,2024-10-13 08:57:00,41,10,2024
ORD005450,CUST03473,Bengaluru,Karnataka,560001,560001,"385, Shanti Chowk, Dadar, Bengaluru","385, Shanti Chowk, Dadar, Bengaluru",False,None,None,Zone A,95.14,False,2024-07-01 16:30:00,27,7,2024
ORD005451,CUST03036,Bhopal,Madhya Pradesh,462001,462001,"219, Sunrise Chowk, Kalyani Nagar, Bhopal","219, Sunrise Chowk, Kalyani Nagar, Bhopal",False,None,None,Zone A,88.78,True,2024-07-11 09:02:00,28,7,2024
ORD005452,CUST02030,Hyderabad,Telangana,500032,500032,"9112, Park Street, Tollygunge, Hyderabad","965, Park Street, Tollygunge, Hyderabad",True,Incorrect House Number,GPS Verification,Zone C,64.55,True,2024-01-12 20:34:00,2,1,2024
ORD005453,CUST03179,Indore,Madhya Pradesh,452001,452001,"324, Silver Road, Viman Nagar, Indore (no landmark)","324, Silver Road, Viman Nagar, Indore",True,Missing Landmark,Postal Database,Zone E,62.76,True,2024-11-16 07:55:00,46,11,2024
ORD005454,CUST03050,Nagpur,Maharashtra,440001,440001,"312, Green Valley Nagar","312, Green Valley Nagar, Viman Nagar, Nagpur",True,Incomplete Address,AI Model,Zone C,65.73,True,2024-07-24 11:18:00,30,7,2024
ORD005455,CUST02020,Mumbai,Maharashtra,400069,400069,"77, Vastrapur, Mumbai","77, Golden Road, Vastrapur, Mumbai",True,Missing Locality,Manual Review,Zone E,44.55,False,2024-06-18 22:27:00,25,6,2024
ORD005456,CUST01238,Ahmedabad,Gujarat,380059,380059,"431, Golden Marg","431, Golden Marg, Indiranagar, Ahmedabad",True,Incomplete Address,AI Model,Zone E,66.7,True,2024-12-02 02:54:00,49,12,2024
ORD005457,CUST02511,Jaipur,Rajasthan,302017,302017,"551, Golden Colony, Borivali, Jaipur","551, Golden Colony, Borivali, Jaipur",False,None,None,Zone B,95.8,True,2024-02-22 09:26:00,8,2,2024
ORD005458,CUST00370,Jaipur,Rajasthan,302017,302017,"709, Green Valley Lane, Kothrud, Jaipur","709, Green Valley Lane, Kothrud, Jaipur",False,None,None,Zone B,92.58,True,2024-07-04 15:17:00,27,7,2024
ORD005459,CUST02314,Coimbatore,Tamil Nadu,641001,641001,"732, Blue Nagar","732, Blue Nagar, Koramangala, Coimbatore",True,Incomplete Address,Customer Feedback,Zone C,49.25,False,2024-02-06 17:24:00,6,2,2024
ORD005460,CUST02982,Jaipur,Rajasthan,302087,302017,"233, Sunrise Avenue, Juhu, Jaipur","233, Sunrise Avenue, Juhu, Jaipur",True,Pincode Mismatch,Manual Review,Zone C,51.39,True,2024-12-31 07:20:00,1,12,2024
ORD005461,CUST01375,Jaipur,Rajasthan,302001,302001,"344, Silver Street, Madhapur, Delhi","104, Park Marg, Connaught Place, Jaipur",True,Duplicate Address,GPS Verification,Zone E,57.5,True,2024-12-26 02:09:00,52,12,2024
ORD005462,CUST01652,Indore,Madhya Pradesh,452001,452001,"235, Silver Lane, Velachery, Indore","235, Silver Lane, Velachery, Indore",False,None,None,Zone B,96.63,True,2024-03-25 13:26:00,13,3,2024
ORD005463,CUST03416,Jaipur,Rajasthan,302027,302017,"436, Silver Nagar, Borivali, Jaipur","436, Silver Nagar, Borivali, Jaipur",True,Pincode Mismatch,Manual Review,Zone A,45.45,True,2024-06-04 02:04:00,23,6,2024
ORD005464,CUST01900,Lucknow,Uttar Pradesh,296001,226001,"652, Royal Road, Kothrud, Lucknow","652, Royal Road, Kothrud, Lucknow",True,Pincode Mismatch,AI Model,Zone D,55.84,True,2024-05-10 23:09:00,19,5,2024
ORD005465,CUST01665,Jaipur,Rajasthan,302017,302017,"662, Park Street, Koregaon Park, Jaipur","662, Park Street, Koregaon Park, Jaipur",False,None,None,Zone C,91.74,True,2024-09-23 17:30:00,39,9,2024
ORD005466,CUST00114,Kanpur,Uttar Pradesh,208001,208001,"520, Sunrise Road, Behala, Kanpur","520, Sunrise Road, Behala, Kanpur",False,None,None,Zone C,91.03,True,2024-06-13 04:24:00,24,6,2024
ORD005467,CUST03339,Lucknow,Uttar Pradesh,226001,226001,"993, Silver Avenue, Viman Nagar, Lucknow","993, Silver Avenue, Viman Nagar, Lucknow",False,None,None,Zone E,92.61,False,2024-04-13 15:09:00,15,4,2024
ORD005468,CUST00136,Pune,Maharashtra,411001,411001,"131, Royal Lane","131, Royal Lane, Viman Nagar, Pune",True,Incomplete Address,GPS Verification,Zone B,56.0,False,2024-07-31 13:32:00,31,7,2024
ORD005469,CUST01349,Ahmedabad,Gujarat,380059,380059,"377, Park Colony, Anna Nagar, Ahmedabad","377, Park Colony, Anna Nagar, Ahmedabad",False,None,None,Zone B,99.55,True,2024-11-20 19:28:00,47,11,2024
ORD005470,CUST03532,Surat,Gujarat,395001,395001,"355, Blue Road, Park Street, Surat","355, Blue Road, Park Street, Surat",False,None,None,Zone B,92.16,True,2024-12-24 09:18:00,52,12,2024
ORD005471,CUST02519,Vadodara,Gujarat,390001,390001,"637, Sunrise Street, Kalyani Nagar, Vadodara","637, Sunrise Street, Kalyani Nagar, Vadodara",False,None,None,Zone B,93.11,True,2024-10-31 13:11:00,44,10,2024
ORD005472,CUST02571,Ahmedabad,Gujarat,380001,380001,"746, Golden Street, Anna Nagar, Ahemadabad","746, Golden Street, Anna Nagar, Ahmedabad",True,Spelling Error,AI Model,Zone E,55.25,False,2024-04-14 15:16:00,15,4,2024
ORD005473,CUST01832,Jaipur,Rajasthan,302017,302017,"128, Royal Road, Kalyani Rd., Jaipur","128, Royal Road, Kalyani Nagar, Jaipur",True,Street Name Error,AI Model,Zone A,56.48,False,2024-08-26 21:20:00,35,8,2024
ORD005474,CUST00258,Bengaluru,Karnataka,560100,560100,"488, Royal Road, Bodakdev, Lucknow","806, Silver Nagar, Adyar, Bengaluru",True,Duplicate Address,Customer Feedback,Zone C,69.9,True,2024-07-28 22:39:00,30,7,2024
ORD005475,CUST02444,Indore,Madhya Pradesh,452001,452001,"468, Silver Raod, Velachery, Indore","468, Silver Road, Velachery, Indore",True,Spelling Error,GPS Verification,Zone E,76.79,False,2024-01-15 18:20:00,3,1,2024
ORD005476,CUST02845,Patna,Bihar,800001,800001,"367, Golden Road, Dadar, Patna","367, Golden Road, Dadar, Patna",False,None,None,Zone C,97.86,True,2024-07-26 04:46:00,30,7,2024
ORD005477,CUST03888,Kanpur,Uttar Pradesh,208001,208001,"986, Park Road, Vastrapur, Mumbai","57, Shanti Street, Viman Nagar, Kanpur",True,Duplicate Address,GPS Verification,Zone B,69.04,True,2024-04-26 00:54:00,17,4,2024
ORD005478,CUST00022,Delhi,Delhi,110092,110092,"496, Blue Nagar, Park Street, Delhi","496, Blue Nagar, Park Street, Delhi",False,None,None,Zone D,96.95,True,2024-10-11 14:46:00,41,10,2024
ORD005479,CUST03154,Bengaluru,Karnataka,560001,560001,"58, Koregaon Park, Bengaluru","58, Sunrise Street, Koregaon Park, Bengaluru",True,Missing Locality,GPS Verification,Zone E,58.42,True,2024-03-28 05:18:00,13,3,2024
ORD005480,CUST03611,Bengaluru,Karnataka,560040,560040,"422, Blue Avenue, Velachery, Indore","119, Silver Chowk, OMR, Bengaluru",True,Duplicate Address,Manual Review,Zone A,84.65,True,2024-02-17 14:51:00,7,2,2024
ORD005481,CUST00899,Jaipur,Rajasthan,302017,302017,"55, Shanti Colony, Dadar, Jaipur","55, Shanti Colony, Dadar, Jaipur",False,None,None,Zone C,99.58,True,2024-09-30 07:41:00,40,9,2024
ORD005482,CUST02310,Indore,Unknown State,452001,452001,"288, Shanti Chowk, Vastrapur, Indore | State: Unknown State","288, Shanti Chowk, Vastrapur, Indore",True,Wrong City-State,AI Model,Zone E,42.89,False,2024-10-12 10:13:00,41,10,2024
ORD005483,CUST02762,Surat,Gujarat,395001,395001,"962, Royal Nagar, Sanganer, Surat","962, Royal Nagar, Sanganer, Surat",False,None,None,Zone A,92.51,True,2024-12-16 07:16:00,51,12,2024
ORD005484,CUST00932,Mumbai,Maharashtra,400069,400069,"141, Silver Nagar, Adyar, Mumbei","141, Silver Nagar, Adyar, Mumbai",True,Spelling Error,Postal Database,Zone A,65.61,True,2024-05-31 06:45:00,22,5,2024
ORD005485,CUST00579,Bengaluru,Karnataka,560100,560100,"63, Golden Nagar","63, Golden Nagar, Gachibowli, Bengaluru",True,Incomplete Address,GPS Verification,Zone C,44.22,False,2024-10-12 05:29:00,41,10,2024
ORD005486,CUST00485,Hyderabad,Telangana,500032,500032,"939, Banjara Hills, Hyderabad","939, Shanti Road, Banjara Hills, Hyderabad",True,Missing Locality,Manual Review,Zone C,48.35,False,2024-02-16 15:30:00,7,2,2024
ORD005487,CUST00419,Bengaluru,Karnataka,560100,560100,"440, Blue Lane, Whitefield, Bengaluru (no landmark)","440, Blue Lane, Whitefield, Bengaluru",True,Missing Landmark,Customer Feedback,Zone E,83.38,True,2024-02-23 10:08:00,8,2,2024
ORD005488,CUST00411,Coimbatore,Tamil Nadu,641001,641001,"163, Golden Lane, Malviya Nagar, Coimbatore (no landmark)","163, Golden Lane, Malviya Nagar, Coimbatore",True,Missing Landmark,AI Model,Zone B,69.1,False,2024-11-13 11:23:00,46,11,2024
ORD005489,CUST01209,Mumbai,Maharashtra,400069,400069,"817, Shanti Nagar, Bandra East, Mumbai","817, Shanti Nagar, Bandra East, Mumbai",False,None,None,Zone A,94.24,True,2024-04-09 10:38:00,15,4,2024
ORD005490,CUST01620,Pune,Maharashtra,411014,411014,"10, Blue Colony, HSR Layout, Pune (no landmark)","10, Blue Colony, HSR Layout, Pune",True,Missing Landmark,Customer Feedback,Zone C,64.38,True,2024-09-07 01:38:00,36,9,2024
ORD005491,CUST03178,Pune,Gujarat,411014,411014,"376, Golden Lane, Deccan, Pune | State: Gujarat","376, Golden Lane, Deccan, Pune",True,Wrong City-State,AI Model,Zone E,43.04,False,2024-02-26 04:04:00,9,2,2024
ORD005492,CUST01114,Mumbai,Maharashtra,400069,400069,"272, Royal Lane, Kondapur, Mombai","272, Royal Lane, Kondapur, Mumbai",True,Spelling Error,Customer Feedback,Zone A,80.23,True,2024-03-11 15:45:00,11,3,2024
ORD005493,CUST03994,Bengaluru,Tamil Nadu,560040,560040,"444, Park Marg, Jubilee Hills, Bengaluru | State: Tamil Nadu","444, Park Marg, Jubilee Hills, Bengaluru",True,Wrong City-State,GPS Verification,Zone A,34.18,True,2024-02-07 19:11:00,6,2,2024
ORD005494,CUST00775,Chennai,Tamil Nadu,600020,600020,"282, Green Valley Street, Kondapur, Chennai","282, Green Valley Street, Kondapur, Chennai",True,Street Name Error,Manual Review,Zone B,73.25,True,2024-09-06 16:53:00,36,9,2024
ORD005495,CUST00235,Jaipur,Rajasthan,302001,302001,"908, Park Colony, Rohini, Jaippur","908, Park Colony, Rohini, Jaipur",True,Spelling Error,GPS Verification,Zone C,77.18,False,2024-08-10 13:51:00,32,8,2024
ORD005496,CUST00312,Lucknow,Uttar Pradesh,226001,226001,"919, Sunrise Lane, Andheri West, Lucknow","919, Sunrise Lane, Andheri West, Lucknow",False,None,None,Zone C,94.5,True,2024-02-03 15:09:00,5,2,2024
ORD005497,CUST01039,Lucknow,Uttar Pradesh,226001,226001,"546, Park Chowk, Koregaon Park, Lucknow","546, Park Chowk, Koregaon Park, Lucknow",False,None,None,Zone B,91.4,True,2024-02-01 01:20:00,5,2,2024
ORD005498,CUST02599,Jaipur,Rajasthan,302001,302001,"5901, Royal Marg, Koregaon Park, Jaipur","998, Royal Marg, Koregaon Park, Jaipur",True,Incorrect House Number,GPS Verification,Zone C,84.05,True,2024-08-14 05:19:00,33,8,2024
ORD005499,CUST01739,Patna,Bihar,800001,800001,"649, Silver Road, Vaishali Nagar, Patna","649, Silver Road, Vaishali Nagar, Patna",False,None,None,Zone C,90.66,True,2024-04-16 09:30:00,16,4,2024
ORD005500,CUST02624,Ahmedabad,Rajasthan,380059,380059,"329, Royal Lane, Vastrapur, Ahmedabad | State: Rajasthan","329, Royal Lane, Vastrapur, Ahmedabad",True,Wrong City-State,Manual Review,Zone D,51.84,True,2024-05-31 05:10:00,22,5,2024
ORD005501,CUST01597,Patna,Bihar,800001,800001,"10, Blue Avenue, Mansarovar, Mumbai","65, Golden Avenue, Tollygunge, Patna",True,Duplicate Address,AI Model,Zone A,63.6,False,2024-12-10 12:08:00,50,12,2024
ORD005502,CUST03107,Bengaluru,Karnataka,560040,560040,"235, Silver Rd., Velachery, Bengaluru","235, Silver Colony, Velachery, Bengaluru",True,Street Name Error,GPS Verification,Zone A,72.69,True,2024-11-21 16:36:00,47,11,2024
ORD005503,CUST03538,Delhi,Uttar Pradesh,110020,110020,"484, Blue Avenue, Madhapur, Delhi | State: Uttar Pradesh","484, Blue Avenue, Madhapur, Delhi",True,Wrong City-State,GPS Verification,Zone A,40.03,False,2024-02-23 03:48:00,8,2,2024
ORD005504,CUST03657,Delhi,Delhi,110020,110020,"825, Shanti Marg, Dadar, Delhi","825, Shanti Marg, Dadar, Delhi",False,None,None,Zone D,99.04,True,2024-02-23 13:06:00,8,2,2024
ORD005505,CUST03339,Hyderabad,Telangana,500032,500032,"366, Green Valley Chowk, Deccan, Hyderbd","366, Green Valley Chowk, Deccan, Hyderabad",True,Spelling Error,AI Model,Zone B,59.44,False,2024-11-03 16:40:00,44,11,2024
ORD005506,CUST01821,Delhi,Delhi,110001,110001,"147, Golden Colony, Viman Nagar, Delhi","147, Golden Colony, Viman Nagar, Delhi",False,None,None,Zone C,89.7,True,2024-01-01 01:57:00,1,1,2024
ORD005507,CUST01008,Bhopal,Madhya Pradesh,462001,462001,"560, Blue Street, Prahlad Nagar, Bhopal","560, Blue Street, Prahlad Nagar, Bhopal",False,None,None,Zone E,92.28,True,2024-01-19 08:50:00,3,1,2024
ORD005508,CUST03589,Vadodara,Gujarat,390001,390001,"59, Golden Nagar, Dadar, Vadodara","59, Golden Nagar, Dadar, Vadodara",True,Street Name Error,Customer Feedback,Zone B,80.45,True,2024-07-12 04:09:00,28,7,2024
ORD005509,CUST03695,Patna,Bihar,800001,800001,"6726, Shanti Nagar, Banjara Hills, Patna","958, Shanti Nagar, Banjara Hills, Patna",True,Incorrect House Number,Customer Feedback,Zone E,72.02,True,2024-07-03 22:59:00,27,7,2024
ORD005510,CUST00359,Vadodara,Gujarat,390001,390001,"16, Silver Avenue, Kalyani Nagar, Vadodara","16, Silver Avenue, Kalyani Nagar, Vadodara",True,Street Name Error,AI Model,Zone D,69.03,True,2024-07-07 14:38:00,27,7,2024
ORD005511,CUST03777,Nagpur,Maharashtra,440001,440001,"659, Sunrise Chowk, Mansarovar, Nagpur","659, Sunrise Chowk, Mansarovar, Nagpur",False,None,None,Zone B,89.99,True,2024-07-05 05:13:00,27,7,2024
ORD005512,CUST00153,Mumbai,Maharashtra,400051,400051,"628, Bodakdev, Mumbai","628, Golden Nagar, Bodakdev, Mumbai",True,Missing Locality,Customer Feedback,Zone A,63.68,True,2024-02-05 04:49:00,6,2,2024
ORD005513,CUST02428,Surat,Gujarat,395001,395001,"292, Sunrise Chowk, Navrangpura, Surat","292, Sunrise Chowk, Navrangpura, Surat",True,Street Name Error,Manual Review,Zone E,59.37,True,2024-06-08 16:20:00,23,6,2024
ORD005514,CUST03730,Delhi,Delhi,110020,110020,"507, Silver Chowk, Juhu, Delhi (no landmark)","507, Silver Chowk, Juhu, Delhi",True,Missing Landmark,Manual Review,Zone D,63.19,False,2024-04-29 17:25:00,18,4,2024
ORD005515,CUST03347,Lucknow,Uttar Pradesh,226001,226001,"450, Blue Road, Salt Lake, Lucknow","450, Blue Road, Salt Lake, Lucknow",False,None,None,Zone D,98.5,True,2024-04-07 14:36:00,14,4,2024
ORD005516,CUST02804,Coimbatore,Tamil Nadu,641001,641001,"843, Royal Road, Connaught Place, Coimbatore (no landmark)","843, Royal Road, Connaught Place, Coimbatore",True,Missing Landmark,AI Model,Zone D,76.28,True,2024-10-22 18:16:00,43,10,2024
ORD005517,CUST01114,Kanpur,Unknown State,208001,208001,"846, Sunrise Street, Adyar, Kanpur | State: Unknown State","846, Sunrise Street, Adyar, Kanpur",True,Wrong City-State,Postal Database,Zone E,45.79,False,2024-04-10 20:39:00,15,4,2024
ORD005518,CUST01266,Kanpur,Uttar Pradesh,208001,208001,"3486, Sunrise Lane, New Alipore, Kanpur","958, Sunrise Lane, New Alipore, Kanpur",True,Incorrect House Number,Postal Database,Zone A,59.22,True,2024-04-28 12:19:00,17,4,2024
ORD005519,CUST00932,Delhi,Delhi,110092,110092,"875, Blue Chowk","875, Blue Chowk, Karol Bagh, Delhi",True,Incomplete Address,Customer Feedback,Zone D,57.1,True,2024-03-03 16:34:00,9,3,2024
ORD005520,CUST03406,Kolkata,West Bengal,700001,700001,"555, Sunrise Lane, Andheri West, Kolkata (no landmark)","555, Sunrise Lane, Andheri West, Kolkata",True,Missing Landmark,GPS Verification,Zone C,66.7,True,2024-09-26 02:30:00,39,9,2024
ORD005521,CUST03950,Indore,Madhya Pradesh,452001,452001,"984, Royal Colony, OMR, Indore","984, Royal Colony, OMR, Indore",False,None,None,Zone C,90.76,True,2024-11-16 05:48:00,46,11,2024
ORD005522,CUST03258,Bengaluru,Karnataka,560040,560040,"938, Silver Road, Deccan, Bengaluru","938, Silver Road, Deccan, Bengaluru",False,None,None,Zone D,97.11,True,2024-10-05 18:44:00,40,10,2024
ORD005523,CUST03619,Coimbatore,Tamil Nadu,641001,641001,"991, Whitefield, Coimbatore","991, Blue Nagar, Whitefield, Coimbatore",True,Missing Locality,Postal Database,Zone A,68.89,True,2024-04-11 07:08:00,15,4,2024
ORD005524,CUST00917,Indore,Madhya Pradesh,452001,452001,"485, Green Valley Lane, Deccan, Bhopal","347, Shanti Nagar, Civil Lines, Indore",True,Duplicate Address,GPS Verification,Zone D,79.73,True,2024-08-07 14:17:00,32,8,2024
ORD005525,CUST02419,Mumbai,Maharashtra,400001,400001,"516, Shanti Lane, Gachibowli, Mumbai","516, Shanti Lane, Gachibowli, Mumbai",True,Street Name Error,Postal Database,Zone C,76.97,True,2024-08-09 01:44:00,32,8,2024
ORD005526,CUST03466,Lucknow,Uttar Pradesh,226001,226001,"974, Green Valley Road, New Alipore, Lucknow","974, Green Valley Road, New Alipore, Lucknow",False,None,None,Zone B,92.68,True,2024-12-18 11:04:00,51,12,2024
ORD005527,CUST01594,Mumbai,Maharashtra,400069,400069,"125, Park Marg, Vastrapur, Mumbai (no landmark)","125, Park Marg, Vastrapur, Mumbai",True,Missing Landmark,Manual Review,Zone B,78.36,True,2024-07-19 17:46:00,29,7,2024
